,N,S,return,mdd
208,25,0.8,0.7469323539604363,-0.469
209,25,0.9,0.703963218342142,-0.492
210,26,0.0,0.7934534839999411,-0.453
211,26,0.1,0.7934534839999411,-0.453
212,26,0.2,0.7934534839999411,-0.453
213,26,0.30000000000000004,0.7934534839999411,-0.453
214,26,0.4,0.7934534839999411,-0.453
215,26,0.5,0.7934534839999411,-0.453
216,26,0.6000000000000001,0.8174678790269752,-0.436
217,26,0.7000000000000001,0.8439408870002709,-0.418
218,26,0.8,0.8420114587311889,-0.41
219,26,0.9,0.8311723482664604,-0.417
220,27,0.0,0.7019676794226677,-0.466
221,27,0.1,0.7019676794226677,-0.466
222,27,0.2,0.7019676794226677,-0.466
223,27,0.30000000000000004,0.7019676794226677,-0.466
224,27,0.4,0.7019676794226677,-0.466
225,27,0.5,0.7019676794226677,-0.466
226,27,0.6000000000000001,0.723213196002776,-0.449
227,27,0.7000000000000001,0.7939879748902519,-0.395
228,27,0.8,0.7887530290943268,-0.399
229,27,0.9,0.7600820067963783,-0.421
230,28,0.0,0.6490236015864135,-0.52
231,28,0.1,0.6490236015864135,-0.52
232,28,0.2,0.6490236015864135,-0.52
233,28,0.30000000000000004,0.6490236015864135,-0.52
234,28,0.4,0.6490236015864135,-0.52
235,28,0.5,0.6834633181900085,-0.495
236,28,0.6000000000000001,0.7085219192738453,-0.476
237,28,0.7000000000000001,0.7061700623869753,-0.478
238,28,0.8,0.6865767864609867,-0.492
239,28,0.9,0.698585897270425,-0.483
240,29,0.0,1.232196747486695,-0.246
241,29,0.1,1.232196747486695,-0.246
242,29,0.2,1.232196747486695,-0.246
243,29,0.30000000000000004,1.232196747486695,-0.246
244,29,0.4,1.232196747486695,-0.246
245,29,0.5,1.2937007970063048,-0.209
246,29,0.6000000000000001,1.2927210575866752,-0.209
247,29,0.7000000000000001,1.3135887582292112,-0.196
248,29,0.8,1.2594630057038312,-0.23
249,29,0.9,1.2229914591818696,-0.229
250,30,0.0,1.0521887086011206,-0.335
251,30,0.1,1.0521887086011206,-0.335
252,30,0.2,1.0521887086011206,-0.335
253,30,0.30000000000000004,1.0521887086011206,-0.335
254,30,0.4,1.0521887086011206,-0.335
255,30,0.5,1.0521887086011206,-0.335
256,30,0.6000000000000001,1.0409699131766665,-0.342
257,30,0.7000000000000001,1.0122729090099325,-0.36
258,30,0.8,1.026374359775601,-0.352
259,30,0.9,1.0173026188916614,-0.357
260,31,0.0,1.055470750707569,-0.331
261,31,0.1,1.055470750707569,-0.331
262,31,0.2,1.055470750707569,-0.331
263,31,0.30000000000000004,1.055470750707569,-0.331
264,31,0.4,1.055470750707569,-0.331
265,31,0.5,1.055470750707569,-0.331
266,31,0.6000000000000001,1.055470750707569,-0.331
267,31,0.7000000000000001,1.0488582013963774,-0.335
268,31,0.8,1.0565152928560406,-0.33
269,31,0.9,1.005935968225862,-0.362
